ITEM_NUM,UCC,CONFIG,UOM,DESCR,REPACK,CONV_FACTOR,HEIGHT,WIDTH,LEN,MIN WGT,MAX WGT,TARE WGT
64191HYRVZ,90011110644445,IBP,PAL,BI PK LOIN ASSTD CHOPS 4PK,,32,76,40,48,318.72,431.36,0
64311DYRVZ,90011110644438,IBP,CS,BI PK LOIN ASSTD END CHOPS 6PK,4KR,1,4.7,19.705,23.874,7.46,14.15,5
64311DYRVZ,90011110644438,IBP,PAL,BI PK LOIN ASSTD END CHOPS 6PK,,32,76,40,48,334.72,452.8,0
64401HZRNV,10011110634631,IBP,CS,92390 BNLS PK LN CTCT CHOP,6KR,1,6.703,19.705,23.874,1.9,16.5,5.6
64401HZRNV,10011110634631,IBP,PAL,92390 BNLS PK LN CTCT CHOP,,24,76,40,48,240,396,0
64421NZRVZ,00404048001379,IBP,CS,92894 B/I PK AST CHOP,6KR,1,6.703,19.705,23.874,12.27,16.61,5.8
64421NZRVZ,00404048001379,IBP,PAL,92894 B/I PK AST CHOP,,24,76,40,48,294.48,398.64,0
64671DYR3Z,90027182578854,IBP,CS,BNLS PORK LOIN CC CHOP 6PK,4KR,1,4.7,19.705,23.874,5.36,7.25,5
64671DYR3Z,90027182578854,IBP,PAL,BNLS PORK LOIN CC CHOP 6PK,,32,76,40,48,171.52,232,0
64981DYR3Z,90027182578892,IBP,CS,BONE IN PK LN CC THICK CHOPS,4KR,1,4.7,19.705,23.874,0.32,15.32,5
64981DYR3Z,90027182578892,IBP,PAL,BONE IN PK LN CC THICK CHOPS,,32,76,40,48,362.24,490.24,0
70131AZRNV,00404048006688,IBP,CS,LLB  GRBF93%,6KR,1,6.703,19.705,23.874,8,13.2,6
70131AZRNV,00404048006688,IBP,PAL,LLB  GRBF93%,,24,76,40,48,288,316.8,0
70131AZRNW,00404048065227,IBP,CS,GRND BF 93/07 1 LB NET WT,6KR,1,6.703,19.705,23.874,4,13.8,6
70131AZRNW,00404048065227,IBP,PAL,GRND BF 93/07 1 LB NET WT,,24,76,40,48,288,331.2,0
70132AZRNW,10810663007165,IBP,CS,NOLAN RYAN GB 93/07(1.0 NET),6KR,1,6.703,19.705,23.874,12,13.8,5.8
70132AZRNW,10810663007165,IBP,PAL,NOLAN RYAN GB 93/07(1.0 NET),,24,76,40,48,288,331.2,0
70151AZRNV,10096423317068,IBP,CS,LLB GRBF 96/04 1#,6KR,1,6.703,19.705,23.874,12,13.2,5.8
70151AZRNV,10096423317068,IBP,PAL,LLB GRBF 96/04 1#,,24,76,40,48,288,316.8,0
70185AZRNV,30027182578050,IBP,CS,NR ANGUS GRND CHUCK 85/15,6KR,1,6.703,19.705,23.874,7,13.8,6
70185AZRNV,30027182578050,IBP,PAL,NR ANGUS GRND CHUCK 85/15,,24,76,40,48,288,331.2,0
70215AZRNV,30027182578067,IBP,CS,NR CHILI MEAT 80/20,6KR,1,6.703,19.705,23.874,12,13.8,5.8
70215AZRNV,30027182578067,IBP,PAL,NR CHILI MEAT 80/20,,24,76,40,48,288,331.2,0
70251AZRNV,30027182577701,IBP,CS,LAURA GROUND BEEF 85% 1.0 NET,6KR,1,6.703,19.705,23.874,12,13.2,5.8
70251AZRNV,30027182577701,IBP,PAL,LAURA GROUND BEEF 85% 1.0 NET,,24,76,40,48,288,316.8,0
78085KZRNW,30027182593008,IBP,CS,ANG CH PATTY 80/20 14 NET WT,6KR,1,6.703,19.705,23.874,7,8.05,5.7
78085KZRNW,30027182593008,IBP,PAL,ANG CH PATTY 80/20 14 NET WT,,24,76,40,48,168,193.2,0
78195KZRNW,30027182593022,IBP,CS,PTY ANG SRL 4P CR 90%L10%53126,6KR,1,6.703,19.705,23.874,8,9.2,5.6
78195KZRNW,30027182593022,IBP,PAL,PTY ANG SRL 4P CR 90%L10%53126,,24,76,40,48,192,220.8,0
78411KZRNW,30027182593046,IBP,CS,HMST GRND BF,6KR,1,6.703,19.705,23.874,8.2,11,5.1
78411KZRNW,30027182593046,IBP,PAL,HMST GRND BF,,24,76,40,48,230.4,264,0
B0101UNEVW,90027182545450,IBP,CS,7329 GRD BF 73% 5.50 4PK,ABUN,1,5,14,21.5625,21.6,22.4,2.1
B0101UNEVW,90027182545450,IBP,PAL,7329 GRD BF 73% 5.50 4PK,,50,76,40,48,1080,1120,0
B0141IHEVW,90027182545474,IBP,CS,6714 GRD BF SIRLOIN 90 #2.40,ABIH,1,5.93,14,21.56,8.7,22.5,2.5
B0141IHEVW,90027182545474,IBP,PAL,6714 GRD BF SIRLOIN 90 #2.40,,48,76,40,48,417.6,1080,0
B0231IHEVW,90027182545498,IBP,CS,6695 GRD BF 80/20 #2.40,ABIH,1,5.93,14,21.56,20.7,22.5,2.5
B0231IHEVW,90027182545498,IBP,PAL,6695 GRD BF 80/20 #2.40,,48,76,40,48,993.6,1080,0
B0251IHEVW,90027182545504,IBP,CS,53861 GRD BF 85/15 #2.50,ABIH,1,5.93,14,21.56,21.38,23.63,2.5
B0251IHEVW,90027182545504,IBP,PAL,53861 GRD BF 85/15 #2.50,,48,76,40,48,1026.24,1134.24,0
B8041SNENW,30027182545519,IBP,CS,704857 GROUND BEEF PATTY 80/20,ABUN,1,5.55,14,21.5625,13.2,13.86,2.4
B8041SNENW,30027182545519,IBP,PAL,704857 GROUND BEEF PATTY 80/20,,50,76,40,48,660,693,0
B82413HEVW,90027182545528,IBP,CS,42010 GRD BF PATTY 80 3/1,ABHE,1,5.93,11.75,21.25,7.37,12.57,2.4
B82413HEVW,90027182545528,IBP,PAL,42010 GRD BF PATTY 80 3/1,,48,76,40,48,353.76,603.36,0
P43112BEYW,90027182545672,IBP,CS,45580 BI LOIN ASST CHOPS 8K,APBE,1,7.1875,17.75,20.75,17.2,23.27,3.3
P43112BEYW,90027182545672,IBP,PAL,45580 BI LOIN ASST CHOPS 8K,,28,76,40,48,481.6,651.56,0
